Total Votes,Charles Votes,Charles Percent,Diana Votes,Diana Percentage,Raymon Votes,Raymon Percentage,Winner
369711,85213,0.2304854332167558,272892,0.7381224794501652,11606,0.03139208733307908,Diana DeGette
